"","ï..544988"
"27775",1290146
"27776",1237875
"27777",1974883
"27778",24439435
"27779",34755
"27780",0
"27781",3209
"27782",0
"27783",13527957
"27784",9234044
"27785",3894236
"27786",1138197
"27787",1031153
"27788",7750
"27789",23684
"27790",8331
"27791",29520
"27792",8784
"27793",7367
"27794",1151575
"27795",554208
"27796",2199
"27797",626864
"27798",122820
"27799",53047
"27800",203456
"27801",463807
"27802",174394
"27803",16299
"27804",121971
"27805",5613
"27806",888051
"27807",1022
"27808",0
"27809",23656
"27810",0
"27811",0
"27812",191880
"27813",7520
"27814",2528562
"27815",6064
"27816",5195981
"27817",54930
"27818",209967
"27819",434
"27820",6395
"27821",0
"27822",2057437
"27823",69396285
"27824",15548820
"27825",110530
"27826",361972
"27827",86655
"27828",696742
"27829",556040
"27830",135237
"27831",62401
"27832",10972109
"27833",15975
"27834",97538
"27835",51278521
"27836",0
"27837",0
"27838",3398540
"27839",5383673
"27840",12127322
"27841",4952892
"27842",23195123
"27843",16817
"27844",11288
"27845",410398
"27846",117551
"27847",15435730
"27848",7600976
"27849",32263884
"27850",4368
"27851",1640853
"27852",62154
"27853",59775
"27854",2525509
"27855",7699189
"27856",11477
"27857",30592600
"27858",5716328
"27859",899794
"27860",18924975
"27861",0
"27862",2863287
"27863",12362216
"27864",1468402
"27865",905583
"27866",1122465
"27867",492761
"27868",0
"27869",0
"27870",93885
"27871",14888
"27872",2744065
"27873",0
"27874",337804
"27875",5463002
"27876",0
"27877",1527353
"27878",626070
"27879",22702829
"27880",885241
"27881",0
"27882",420438
"27883",776521
"27884",9629448
"27885",14370902
"27886",72580090
"27887",1930525
"27888",13444
"27889",170006
"27890",407994
"27891",513408
"27892",53664840
"27893",2528382
"27894",2784984
"27895",10365644
"27896",350746
"27897",594752
"27898",2532416
"27899",12435782
"27900",5017533
"27901",3789052
"27902",1204742
"27903",13253652
"27904",10597490
"27905",1697
"27906",0
"27907",0
"27908",1308020
"27909",49027
"27910",55851
"27911",44288
"27912",17828
"27913",35053
"27914",43119
"27915",881789
"27916",71466
"27917",23296
"27918",296581
"27919",16222
"27920",51666
"27921",823
"27922",25930990
"27923",5280176
"27924",5206403
"27925",26451614
"27926",264169
"27927",193960
"27928",974020
"27929",627184
"27930",31655748
"27931",580289
"27932",90729
"27933",15582
"27934",154375
"27935",2048611
"27936",494092
"27937",15599
"27938",5154579
"27939",32578847
"27940",8686
"27941",16076506
"27942",43132113
"27943",3785088
"27944",2910373
"27945",15901826
"27946",42643
"27947",45026469
"27948",5511750
"27949",9093218
"27950",1568553
"27951",7263317
"27952",0
"27953",8616219
"27954",9514767
"27955",26466411
"27956",1870
"27957",652355
"27958",1946677
"27959",5205475
"27960",5197681
"27961",1859359
"27962",2607951
"27963",44
"27964",2569694
"27965",9872917
"27966",11383
"27967",28253181
"27968",1512657
"27969",1097223
"27970",213508
"27971",9373106
"27972",19889611
"27973",0
"27974",0
"27975",0
"27976",3909497
"27977",4259019
"27978",3728047
"27979",160454
"27980",5092109
"27981",8536
"27982",5172790
"27983",2571754
"27984",7850533
"27985",2670710
"27986",3621324
"27987",1604
"27988",1589999
"27989",1634062
"27990",17025142
"27991",27126
"27992",39960496
"27993",2643750
"27994",0
"27995",270029
"27996",5246235
"27997",4575747
"27998",221899
"27999",2679419
"28000",7902739
"28001",2348210
"28002",2617755
"28003",2639345
"28004",2614325
"28005",337879
"28006",2625146
"28007",2612857
"28008",2580586
"28009",5296413
"28010",2695306
"28011",5271040
"28012",5211756
"28013",2632037
"28014",2616344
"28015",2627198
"28016",2623873
"28017",2599531
"28018",2593090
"28019",2595065
"28020",5194758
"28021",2620844
"28022",2605775
"28023",2603224
"28024",2296575
"28025",2217132
"28026",5179577
"28027",2603176
"28028",5106928
"28029",4866706
"28030",6646
"28031",2602883
"28032",2614059
"28033",7385923
"28034",189628
"28035",6935383
"28036",1543487
"28037",18348736
"28038",8581
"28039",21161
"28040",5395181
"28041",561886
"28042",3591613
"28043",105985
"28044",7782229
"28045",114360
"28046",292410
"28047",546121
"28048",55910
"28049",1764020
"28050",44131
"28051",292146
"28052",6923648
"28053",2562247
"28054",2557424
"28055",7734891
"28056",517096
"28057",1240230
"28058",1633617
"28059",404574
"28060",285932
"28061",9528698
"28062",1368
"28063",5261004
"28064",4909
"28065",2573658
"28066",2561148
"28067",2580347
"28068",2605745
"28069",2579278
"28070",2559077
"28071",2578211
"28072",4466920
"28073",370097
"28074",309260
"28075",13050
"28076",180032
"28077",699
"28078",1133874
"28079",43109288
"28080",610784
"28081",0
"28082",48349
"28083",4265
"28084",10445967
"28085",2600089
"28086",5244483
"28087",7726150
"28088",7828292
"28089",3000
"28090",5606251
"28091",48514
"28092",172932
"28093",5288682
"28094",5234252
"28095",2508241
"28096",5844227
"28097",1481701
"28098",1024736
"28099",4517498
"28100",1286967
"28101",10579132
"28102",4970354
"28103",5278374
"28104",5134919
"28105",2540489
"28106",2386681
"28107",180458
"28108",2562539
"28109",2552091
"28110",2559870
"28111",2595084
"28112",951
"28113",2567973
"28114",566960
"28115",2070688
"28116",521897
"28117",1100859
"28118",2173727
"28119",3258969
"28120",4078
"28121",38612
"28122",1896419
"28123",6658
"28124",43510
"28125",62861
"28126",3532
"28127",156404
"28128",2478370
"28129",17737973
"28130",0
"28131",28559
"28132",0
"28133",36142570
"28134",548
"28135",1452
"28136",0
"28137",6820
"28138",1769544
"28139",4712475
"28140",2083
"28141",5048417
"28142",2340740
"28143",55403
"28144",72604
"28145",20549226
"28146",73122
"28147",1793
"28148",2758676
"28149",1587718
"28150",356762
"28151",10196258
"28152",2895
"28153",3556651
"28154",3577514
"28155",443464
"28156",90727
"28157",802883
"28158",1075726
"28159",2361
"28160",576676
"28161",38558519
"28162",189924
"28163",92805
"28164",47776
"28165",25146
"28166",0
"28167",6224926
"28168",2069721
"28169",10961904
"28170",5240
"28171",1932499
"28172",5885768
"28173",2913949
"28174",230789
"28175",106230
"28176",8082
"28177",581280
"28178",42804
"28179",2573322
"28180",2621555
"28181",5233089
"28182",0
"28183",32245
"28184",2713
"28185",6171
"28186",4630
"28187",19648
"28188",25010
"28189",19026
"28190",20508
"28191",23524
"28192",34587
"28193",7410
"28194",14582
"28195",13509
"28196",27486
"28197",14967
"28198",5127
"28199",12370
"28200",12699
"28201",11779
"28202",12221
"28203",5521
"28204",5670
"28205",6767
"28206",12427
"28207",62881
"28208",12454
"28209",12187
"28210",12122
"28211",12555
"28212",12373
"28213",12647
"28214",13140
"28215",13072
"28216",12393
"28217",219314
"28218",11759
"28219",1493
"28220",12264
"28221",17115
"28222",18678
"28223",14917
"28224",3308
"28225",3937665
"28226",1059836
"28227",0
"28228",202304
"28229",7007530
"28230",209553
"28231",36103
"28232",36046
"28233",4331
"28234",16482
"28235",16161
"28236",2749
"28237",33500
"28238",20040
"28239",983999
"28240",25596
"28241",156935
"28242",41718
"28243",16816
"28244",10180
"28245",5077533
"28246",35998
"28247",81830
"28248",21061
"28249",31510
"28250",36063
"28251",590105
"28252",4935
"28253",9192
"28254",37100
"28255",396359
"28256",19978
"28257",231510
"28258",7489
"28259",1290143
"28260",0
"28261",0
"28262",145749
"28263",5039531
"28264",13912791
"28265",553892
"28266",124250
"28267",2157
"28268",19670857
"28269",9125
"28270",10909
"28271",353811
"28272",146438
"28273",5262267
"28274",7722
"28275",225206
"28276",261632
"28277",299365
"28278",11848
"28279",120809
"28280",49268
"28281",39142
"28282",46371
"28283",0
"28284",0
"28285",246331
"28286",1165614
"28287",200949
"28288",24734
"28289",532554
"28290",12794839
"28291",51624
"28292",11348
"28293",329238
"28294",110226
"28295",207730
"28296",49365
"28297",42404
"28298",2287230
"28299",170390
"28300",2785138
"28301",66615
"28302",93624
"28303",88716
"28304",273945
"28305",0
"28306",0
"28307",28146
"28308",7068
"28309",11128
"28310",24938
"28311",49790
"28312",536929
"28313",283568
"28314",0
"28315",3694
"28316",0
"28317",5373207
"28318",94991
"28319",4471220
"28320",2714325
"28321",447141
"28322",144016
"28323",0
"28324",0
"28325",0
"28326",239359
"28327",5318
"28328",10368468
"28329",502306
"28330",7519
"28331",1424
"28332",48794
"28333",159879
"28334",340437
"28335",49572
"28336",244399
"28337",7727755
"28338",318036
"28339",1233468
"28340",11358998
"28341",3276567
"28342",1409936
"28343",84177
"28344",10358647
"28345",12179797
"28346",1258960
"28347",3251
"28348",8079294
"28349",1422919
"28350",12843531
"28351",3947342
"28352",500206
"28353",571446
"28354",42703
"28355",281055
"28356",19098277
"28357",2831271
"28358",27349634
"28359",2552317
"28360",172386
"28361",260150
"28362",68846
"28363",84067
"28364",3165735
"28365",52999
"28366",51715
"28367",1718
"28368",197641
"28369",9788
"28370",7175
"28371",710
"28372",1948
"28373",43577
"28374",0
"28375",0
"28376",11379
"28377",11627
"28378",3091
"28379",4726
"28380",25520
"28381",139697
"28382",18520
"28383",19112
"28384",432770
"28385",42134
"28386",32566
"28387",108489
"28388",107249
"28389",22394
"28390",20483
"28391",111467
"28392",362804
"28393",4547
"28394",3264
"28395",55912
"28396",10645
"28397",20361
"28398",27412
"28399",130090
"28400",6834
"28401",17635
"28402",12834
"28403",48538
"28404",77531
"28405",33365
"28406",35252
"28407",2001
"28408",164164
"28409",17326
"28410",69013
"28411",383129
"28412",55475
"28413",265
"28414",108516
"28415",19478
"28416",36832
"28417",79429
"28418",77459
"28419",15885
"28420",31997
"28421",26478
"28422",979779
"28423",21915
"28424",4613742
"28425",138375
"28426",287775
"28427",459009
"28428",14156
"28429",9689
"28430",8192
"28431",4218
"28432",76183
"28433",7282
"28434",13236
"28435",7129
"28436",39353
"28437",4473
"28438",4652
"28439",4711
"28440",482
"28441",81333
"28442",45330
"28443",13399
"28444",20713
"28445",450
"28446",69004
"28447",13495
"28448",82149
"28449",3279157
"28450",3175503
"28451",136521
"28452",180343
"28453",221394
"28454",80117
"28455",257740
"28456",381835
"28457",414379
"28458",321211
"28459",190358
"28460",26662
"28461",25491
"28462",25621
"28463",7936
"28464",803937
"28465",1.7798e+14
"28466",1.7798e+14
"28467",1.7798e+14
"28468",26042707
"28469",2766
"28470",356098
"28471",13812
"28472",47159
"28473",291466
"28474",888198
"28475",14440
"28476",136686
"28477",33070
"28478",27629
"28479",11989
"28480",108884
"28481",1643327
"28482",2540523
"28483",224712
"28484",117490
"28485",114588
"28486",2259611
"28487",133097
"28488",4662472
"28489",135588
"28490",31720
"28491",29498449
"28492",761464
"28493",65108
"28494",626877
"28495",145467
"28496",18433
"28497",582049
"28498",82233
"28499",857734
"28500",271194
"28501",48901
"28502",136813
"28503",375598
"28504",8942756
"28505",4135019
"28506",17731
"28507",114049
"28508",55027
"28509",135751
"28510",4535115
"28511",60331
"28512",160818
"28513",22512683
"28514",243337
"28515",104751
"28516",82050
"28517",107454
"28518",43695
"28519",194510
"28520",52507884
"28521",262674
"28522",552816
"28523",32057691
"28524",720759
"28525",341624
"28526",169085
"28527",236342
"28528",196226
"28529",578942
"28530",32952499
"28531",109859
"28532",196686
"28533",525520
"28534",49318
"28535",128476
"28536",203941
"28537",104139
"28538",82482
"28539",3409664
"28540",810856
"28541",627114
"28542",1007653
"28543",419337
"28544",251217
"28545",0
"28546",41808
"28547",12201
"28548",67264
"28549",277703
"28550",117933
"28551",183376
"28552",275350
"28553",164732
"28554",0
"28555",2525304
"28556",36671
"28557",129712
"28558",76231
"28559",182419
"28560",119847
"28561",29263
"28562",56605
"28563",1635277
"28564",626646
"28565",43811
"28566",106776
"28567",40610
"28568",9056
"28569",9106631
"28570",295550
"28571",1378
"28572",6677174
"28573",103549
"28574",23369
"28575",9823825
"28576",28239
"28577",25592
"28578",16140
"28579",133404
"28580",530797
"28581",3301215
"28582",36580
"28583",2956295
"28584",31990910
"28585",36057
"28586",10415
"28587",7237
"28588",127030
"28589",1677985
"28590",7298
"28591",478856
"28592",1865666
"28593",13963
"28594",2412
"28595",4379149
"28596",13240
"28597",2658
"28598",29222
"28599",23611
"28600",2532
"28601",220040
"28602",10707
"28603",41012
"28604",313796
"28605",621670
"28606",1956
"28607",37454
"28608",46817
"28609",22584
"28610",74710198
"28611",1661
"28612",245266
"28613",51435
"28614",110001
"28615",44330
"28616",73507
"28617",330282
"28618",241532
"28619",1255350
"28620",69189
"28621",139663
"28622",7765
"28623",88006
"28624",37694
"28625",537296
"28626",248815
"28627",51914
"28628",9032008
"28629",24437
"28630",91750
"28631",202681
"28632",359724
"28633",18777
"28634",123832
"28635",17867
"28636",100476
"28637",10865555
"28638",315689
"28639",677492
"28640",0
"28641",0
"28642",2527478
"28643",137287
"28644",42985
"28645",26824
"28646",971813
"28647",1859867
"28648",0
"28649",0
"28650",167211
"28651",416441
"28652",16163730
"28653",2074
"28654",53587
"28655",16592
"28656",94242
"28657",752426
"28658",55672
"28659",91454
"28660",105164
"28661",10711173
"28662",154683
"28663",586144
"28664",37770129
"28665",23214
"28666",6070
"28667",32906
"28668",89570733
"28669",547990
"28670",80958
"28671",254493
"28672",2446379
"28673",268507
"28674",445893
"28675",5548
"28676",45966
"28677",498038
"28678",208999
"28679",17984
"28680",291814
"28681",3207753
"28682",15623
"28683",249721
"28684",48865
"28685",292076
"28686",108345
"28687",16967
"28688",46469
"28689",76868
"28690",11674
"28691",57794
"28692",2806069
"28693",978682
"28694",422725
"28695",30761
"28696",161583
"28697",145631
"28698",26323
"28699",629142
"28700",68368416
"28701",641171
"28702",503510
"28703",12724
"28704",569358
"28705",3606488
"28706",5576971
"28707",16461
"28708",19002
"28709",145563
"28710",58090
"28711",70070
"28712",18563
"28713",32605
"28714",242816
"28715",176609
"28716",240189
"28717",416136
"28718",109858
"28719",219426
"28720",4049986
"28721",17485
"28722",39187
"28723",86425
"28724",224551
"28725",40513
"28726",2780
"28727",21210
"28728",323814
"28729",146664
"28730",12155
"28731",5276876
"28732",62945
"28733",116075
"28734",8299222
"28735",6039
"28736",118068
"28737",58253
"28738",42415
"28739",1025789
"28740",100448
"28741",5933
"28742",82185
"28743",667983
"28744",5949
"28745",179099
"28746",148255886
"28747",767420
"28748",689
"28749",172069
"28750",107789
"28751",22946
"28752",324687
"28753",665859
"28754",10027
"28755",1628
"28756",165940
"28757",1754
"28758",143661
"28759",882460
"28760",1404933
"28761",39771
"28762",1035438
"28763",38509463
"28764",98612
"28765",25334
"28766",50601
"28767",1735
"28768",11791948
"28769",0
"28770",4392848
"28771",2367423
"28772",5031305
"28773",1061214
"28774",869070
"28775",1445916
"28776",3249743
"28777",0
"28778",11251547
"28779",2858
"28780",61564204
"28781",25597
"28782",43157
"28783",102322
"28784",35153798
"28785",40128
"28786",291527
"28787",75206
"28788",320663
"28789",1911
"28790",350276
"28791",886529
"28792",445078
"28793",386101
"28794",54075
"28795",8499878
"28796",5392740
"28797",7840
"28798",2075781
"28799",6989587
"28800",927
"28801",6781
"28802",1614082
"28803",2288681
"28804",1098591
"28805",3551746
"28806",6584637
"28807",5445848
"28808",0
"28809",10753
"28810",163380
"28811",5925496
"28812",68842041
"28813",47983
"28814",182304
"28815",403224
"28816",109036
"28817",178530
"28818",800430
"28819",0
"28820",634955
"28821",67184
"28822",105205
"28823",1320443
"28824",0
"28825",6672819
"28826",3224317
"28827",0
"28828",1207
"28829",2169
"28830",29271297
"28831",1767286
"28832",0
"28833",371
"28834",377752
"28835",4500
"28836",23922
"28837",7673
"28838",2227
"28839",20020
"28840",17306
"28841",5989
"28842",17984
"28843",10404
"28844",17403
"28845",19779
"28846",61652
"28847",6791
"28848",11161
"28849",294
"28850",42314
"28851",563
"28852",2654
"28853",76418
"28854",430
"28855",25076
"28856",763682
"28857",36303
"28858",22838
"28859",0
"28860",165201
"28861",900591
"28862",448566
"28863",167725
"28864",55523
"28865",27924
"28866",65603
"28867",10239
"28868",58610
"28869",1151055
"28870",67269
"28871",82577
"28872",49824
"28873",2558516
"28874",87057
"28875",89561
"28876",410760
"28877",28699
"28878",4754225
"28879",125365
"28880",3295220
"28881",1197471
"28882",21880794
"28883",487428
"28884",66746
"28885",1285662
"28886",2229
"28887",1761
"28888",15040
"28889",50768
"28890",204006
"28891",235941
"28892",984788
"28893",541656
"28894",4782972
"28895",385957
"28896",112381
"28897",41403
"28898",391319
"28899",58297
"28900",171302
"28901",8382471
"28902",347909
"28903",63288
"28904",400852
"28905",13118436
"28906",1657006
"28907",597648
"28908",20003
"28909",794972
"28910",124185
"28911",39453
"28912",21387
"28913",130644
"28914",1546217
"28915",74023
"28916",14141
"28917",2171278
"28918",11225
"28919",184370
"28920",3188732
"28921",23572
"28922",25580
"28923",6480624
"28924",401891
"28925",80649805
"28926",11695
"28927",1792620
"28928",28681
"28929",42852
"28930",1175704
"28931",187723
"28932",789657
"28933",225065
"28934",638133
"28935",594733
"28936",209518
"28937",145763
"28938",174737
"28939",16879
"28940",133579
"28941",208007
"28942",10056853
"28943",952
"28944",10358
"28945",44169
"28946",51674
"28947",5045
"28948",61384
"28949",21618
"28950",58539
"28951",24460
"28952",62922
"28953",5893
"28954",4389183
"28955",13136
"28956",2359115
"28957",6469345
"28958",883849
"28959",233789
"28960",3846535
"28961",27617619
"28962",151191
"28963",382811
"28964",306178
"28965",423432
"28966",829768
"28967",787915
"28968",181795
"28969",5193933
"28970",74846
"28971",5058
"28972",14651
"28973",42687
"28974",1049808
"28975",18731985
"28976",5111
"28977",45294
"28978",81381
"28979",11820
"28980",1265880
"28981",136404
"28982",437680
"28983",10287
"28984",22009
"28985",60428
"28986",651759
"28987",790849
"28988",282911
"28989",150952
"28990",541474
"28991",35752
"28992",5266
"28993",28230
"28994",2681
"28995",22212
"28996",83797
"28997",77668
"28998",40041
"28999",5557
"29000",4006
"29001",5933
"29002",19880
"29003",8248
"29004",359975
"29005",72106
"29006",32865
"29007",40359
"29008",59654
"29009",1232960
"29010",1805
"29011",234836
"29012",584966
"29013",683013
"29014",2095350
"29015",11735
"29016",260
"29017",451627
"29018",377152
"29019",216076
"29020",30949
"29021",45063
"29022",214657
"29023",235500
"29024",9489945
"29025",2059
"29026",489032
"29027",6071
"29028",6606
"29029",28479
"29030",1834
"29031",182453
"29032",95138
"29033",33575
"29034",12224
"29035",20055
"29036",3276513
"29037",48083
"29038",34529
"29039",13872
"29040",13416
"29041",214134
"29042",13935
"29043",5006
"29044",808534
"29045",50667
"29046",3391
"29047",37366847
"29048",19407
"29049",619868
"29050",3062332
"29051",123369
"29052",2055
"29053",1350
"29054",408
"29055",4071
"29056",5606
"29057",481
"29058",184087
"29059",3795
"29060",3007
"29061",211584
"29062",0
"29063",0
"29064",2206857
"29065",99766
"29066",5104880
"29067",1145743
"29068",482532
"29069",12227
"29070",37713
"29071",54673
"29072",3019
"29073",14249597
"29074",2506
"29075",564
"29076",5237
"29077",189028
"29078",3435413
"29079",587205
"29080",38894
"29081",15353753
"29082",355776
"29083",2649012
"29084",24537
"29085",479
"29086",2195
"29087",2003
"29088",36706
"29089",30478013
"29090",0
"29091",13095
"29092",10208
"29093",8838
"29094",217925
"29095",25656
"29096",490
"29097",325712
"29098",20219
"29099",29599
"29100",124770
"29101",5294
"29102",1208
"29103",47607
"29104",25876
"29105",600007
"29106",19991
"29107",2130
"29108",324352
"29109",319716
"29110",380911
"29111",18653
"29112",3193
"29113",740448
"29114",45410
"29115",58510761
"29116",18610
"29117",659
"29118",45279
"29119",189731
"29120",99325
"29121",272177
"29122",1424861
"29123",3741271
"29124",6428258
"29125",281111
"29126",241468
"29127",95854
"29128",8416
"29129",7830
"29130",258521
"29131",231535
"29132",14490
"29133",1271
"29134",1133665
"29135",0
"29136",10112
"29137",175783
"29138",382
"29139",6887
"29140",550782
"29141",8091
"29142",83691
"29143",13135
"29144",432656
"29145",2952
"29146",40204
"29147",612
"29148",1928
"29149",259141
"29150",0
"29151",8908
"29152",102109
"29153",86147
"29154",14572
"29155",10266
"29156",78722
"29157",126210
"29158",74494
"29159",1589081
"29160",6950
"29161",163679
"29162",37931
"29163",545715
"29164",188878
"29165",27090324
"29166",43895
"29167",138659
"29168",347983
"29169",43859
"29170",32962
"29171",46959
"29172",387787
"29173",43402
"29174",243912
"29175",229174
"29176",191075
"29177",51338
"29178",52845
"29179",155094
"29180",21698
"29181",93510
"29182",3436
"29183",1254
"29184",61944
"29185",10258
"29186",112843
"29187",197518
"29188",41302
"29189",0
"29190",0
"29191",0
"29192",0
"29193",603527
"29194",16543
"29195",69004
"29196",0
"29197",0
"29198",15488
"29199",0
"29200",202333
"29201",11970178
"29202",94041
"29203",283389
"29204",12313
"29205",235195
"29206",18573
"29207",0
"29208",9096
"29209",13956
"29210",79556
"29211",271983
"29212",1071267
"29213",3052
"29214",158898
"29215",457
"29216",6291
"29217",5346
"29218",3227467
"29219",20779
"29220",62909
"29221",2435404
"29222",26795
"29223",6006
"29224",3947
"29225",118048
"29226",78200
"29227",1333
"29228",88513
"29229",2417206
"29230",11828
"29231",51900
"29232",64749
"29233",50344
"29234",23654
"29235",1744095
"29236",121146
"29237",96669
"29238",16553
"29239",5345
"29240",10473
"29241",152276
"29242",82341
"29243",17557
"29244",417141
"29245",30951
"29246",9077
"29247",8112
"29248",10154
"29249",345788
"29250",2381
"29251",259674
"29252",7808
"29253",4002
"29254",8039
"29255",28645
"29256",567577
"29257",1598
"29258",2014
"29259",1365
"29260",3493
"29261",405
"29262",62943
"29263",1039
"29264",228967
"29265",473387
"29266",14033
"29267",2822
"29268",1578
"29269",7252
"29270",1122
"29271",1097
"29272",2962
"29273",7249
"29274",5364
"29275",3498
"29276",164286
"29277",57626
"29278",4511
"29279",717
"29280",52881
"29281",7829
"29282",204841
"29283",1354403
"29284",7598802
"29285",670191
"29286",1010
"29287",1186949
"29288",18009
"29289",243532
"29290",104807
"29291",175002
"29292",196743
"29293",97446
"29294",10461
"29295",11960
"29296",9403
"29297",949499
"29298",10268974
"29299",9826
"29300",27284
"29301",1098
"29302",588
"29303",2212
"29304",576645
"29305",5605
"29306",3548
"29307",52636
"29308",8739
"29309",749
"29310",652
"29311",1132
"29312",585555
"29313",256722
"29314",858
"29315",29294
"29316",86155480
"29317",12269
"29318",108271
"29319",4181
"29320",174708
"29321",23580
"29322",19713629
"29323",62921
"29324",484811
"29325",156999016
"29326",2685751
"29327",69434
"29328",398875
"29329",32369480
"29330",44682
"29331",325656
"29332",10812118
"29333",6699932
"29334",73597
"29335",214577
"29336",22595
"29337",69153713
"29338",22203
"29339",109686
"29340",157248
"29341",26418
"29342",315661
"29343",1809378
"29344",32642
"29345",60292
"29346",73427
"29347",306238
"29348",18013993
"29349",36850
"29350",25710
"29351",38641609
"29352",817965
"29353",13454
"29354",33761684
"29355",10882
"29356",55024
"29357",201124
"29358",100476298
"29359",7451485
"29360",462599
"29361",96243
"29362",5833967
"29363",6886
"29364",654985
"29365",14940
"29366",105526
"29367",631661
"29368",103434
"29369",495250
"29370",35173
"29371",271512
"29372",6026085
"29373",5078
"29374",75151
"29375",65174
"29376",117967
"29377",127104
"29378",109975
"29379",12207394
"29380",219470
"29381",99228
"29382",243050
"29383",9954058
"29384",2199533
"29385",156288
"29386",499283
"29387",47662564
"29388",43118568
"29389",4636
"29390",16183
"29391",2328387
"29392",2692333
"29393",18358
"29394",35543
"29395",8070992
"29396",696167
"29397",2067010
"29398",269503
"29399",3678401
"29400",2328990
"29401",4659868
"29402",6805
"29403",14407925
"29404",18746165
"29405",218733
"29406",21606
"29407",51190
"29408",3301916
"29409",198645
"29410",382419
"29411",24312
"29412",92732869
"29413",2441
"29414",4914
"29415",8353
"29416",1566731
"29417",18404
"29418",222413
"29419",6873240
"29420",6359415
"29421",8469546
"29422",199731
"29423",459892
"29424",177369
"29425",115108
"29426",54158
"29427",1020876
"29428",439276
"29429",363994
"29430",833940
"29431",33911
"29432",276444
"29433",39087434
"29434",6710
"29435",91839
"29436",52215
"29437",10496411
"29438",196929
"29439",273070
"29440",24131
"29441",62614824
"29442",60199
"29443",8942158
"29444",6333
"29445",29251
"29446",19264
"29447",6211310
"29448",1394553
"29449",63123972
"29450",58853
"29451",134303
"29452",171587
"29453",161864
"29454",42324
"29455",396055
"29456",85317
"29457",20384692
"29458",40115
"29459",7799
"29460",32323
"29461",52241
"29462",41381
"29463",62564
"29464",80664297
"29465",45876
"29466",1316326
"29467",1495
"29468",30163378
"29469",106701157
"29470",1214
"29471",623148
"29472",181712
"29473",29265624
"29474",87301
"29475",23350
"29476",0
"29477",26814
"29478",0
"29479",150493
"29480",0
"29481",8066
"29482",0
"29483",17162
"29484",8367435
"29485",495506
"29486",922190
"29487",68853114
"29488",15573
"29489",1762047
"29490",12267
"29491",7025043
"29492",2468263
"29493",6214
"29494",132234
"29495",745650
"29496",18772
"29497",1810302
"29498",45136
"29499",175032
"29500",10120310
"29501",1410976
"29502",3425
"29503",93190
"29504",24271
"29505",49964
"29506",1309377
"29507",829506
"29508",244177
"29509",1402865
"29510",16118
"29511",1552
"29512",0
"29513",345046
"29514",1717271
"29515",0
"29516",2967815
"29517",5174
"29518",0
"29519",6069
"29520",557076
"29521",291352
"29522",188679
"29523",475728
"29524",18655005
"29525",151296
"29526",21391
"29527",153459
"29528",18815
"29529",179025
"29530",97058
"29531",34221097
"29532",30863
"29533",344456
"29534",236316
"29535",75287
"29536",435634
"29537",476994
"29538",46487
"29539",61239324
"29540",252484
"29541",6212991
"29542",99652
"29543",669300
"29544",620154
"29545",180023
"29546",987239
"29547",1235737
"29548",161669
"29549",3243553
"29550",238819
"29551",123259
"29552",47241896
"29553",23783
"29554",555557
"29555",70286
"29556",364121
"29557",106474
"29558",23371
"29559",27328
"29560",197292
"29561",2663761
"29562",141133
"29563",5319
"29564",138425
"29565",38050
"29566",17822
"29567",5598
"29568",8070917
"29569",918729
"29570",2888959
"29571",111831
"29572",4261049
"29573",192986
"29574",53978
"29575",9730
"29576",28579
"29577",304042
"29578",43509
"29579",0
"29580",21861
"29581",303606
"29582",46738
"29583",68585
"29584",75973
"29585",8293784
"29586",319432
"29587",124731
"29588",9081
"29589",3857
"29590",19688
"29591",73909
"29592",1156
"29593",8266
"29594",13014
"29595",7704
"29596",203465
"29597",73071
"29598",22084
"29599",103885118
"29600",67094
"29601",109014
"29602",296533
"29603",175724
"29604",48386
"29605",3736563
"29606",80844
"29607",729882
"29608",73146
"29609",229598
"29610",1137962
"29611",24244
"29612",1809263
"29613",48260
"29614",44057
"29615",409964
"29616",9351
"29617",14504
"29618",646619
"29619",2080649
"29620",125339
"29621",230413
"29622",217799
"29623",175735
"29624",405359
"29625",3594
"29626",2011
"29627",1839
"29628",164349
"29629",1130765
"29630",263837
"29631",683955
"29632",355981
"29633",1587194
"29634",6632
"29635",77169
"29636",208510
"29637",1365
"29638",42209
"29639",14593294
"29640",15847
"29641",54762
"29642",4242236
"29643",19718
"29644",330093
"29645",406416
"29646",2933273
"29647",377129
"29648",163085
"29649",11758
"29650",32438
"29651",7133
"29652",126356
"29653",3091
"29654",441338
"29655",345147
"29656",378949
"29657",67639
"29658",37231
"29659",262709
"29660",187559
"29661",64784
"29662",840
"29663",43698
"29664",7174779
"29665",65304
"29666",1329208
"29667",705033
"29668",277265
"29669",23412
"29670",46867
"29671",31245
"29672",14079
"29673",296755
"29674",350
"29675",22671
"29676",76196
"29677",1846
"29678",17283
"29679",4507458
"29680",10470001
"29681",78182
"29682",371424
"29683",4758456
"29684",3600
"29685",46854
"29686",50903
"29687",24907
"29688",1748238
"29689",5912
"29690",1001556
"29691",1477
"29692",4883
"29693",319
"29694",525148
"29695",19937
"29696",1479
"29697",18669
"29698",9889
"29699",9851649
"29700",101543
"29701",10018
"29702",21003
"29703",3581231
"29704",200027
"29705",1950
"29706",2944
"29707",4983
"29708",76699
"29709",40334
"29710",144505
"29711",537461
"29712",329106
"29713",64310582
"29714",202536
"29715",451050
"29716",16688
"29717",447908
